User IP	Timestamp	Latitude	Longitude	Store Category	Store Name	Safety Observations	Useful Information	Place Id	City	Locality	Address	Country	Opening Time	Closing Time	flag	deleted
106.51.22.17	2020-04-06T09:02:37.545Z	12.9139123	77.6375399	Other	purohit electronic & stationers		Stationary items	ChIJ03dP3ZEUrjsRHLnqFnsNWHM	Bengaluru		15, BDA Complex, 14th Main Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India	IN				
106.206.96.119	2020-04-06T09:09:28.574Z	12.9135295	77.6061256	Pharmacy	Ayurcentral		11am to 9.30pm	ChIJRbWM8gIVrjsRuR8HDRA0rDU	Bengaluru		No.438, 7th Main Rd, Mico Layout, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India	IN	11:00	21:30		
124.123.81.149	2020-04-06T09:09:33.282Z	12.9715987	77.5945627	Grocery	Bangalore		Any time	ChIJbU60yXAWrjsR4E9-UejD3_g	Bengaluru		Bengaluru, Karnataka, India	IN				
1.39.137.57	2020-04-06T09:11:47.056Z	12.9831216	77.4730504	Pharmacy	Ayur Ashrama		5:00 PM	ChIJraIYPQs8rjsRuI-Um5te9dU	Bengaluru		Magadi Main Road, Bharat Nagar, 2nd Stage, Byadarahalli, Bengaluru, Karnataka 560091, India	IN	14:41	18:41		
157.49.96.92	2020-04-06T09:13:43.623Z	12.9416748	77.6212522	Grocery	Sour House		It's a sour dough bread shop. They use natural ingredients. They even have kambocha	ChIJx9oTknIVrjsRa-KsWqwavfM	Bengaluru		606, first floor, 20th Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN	16:00	18:00		
157.49.96.92	2020-04-06T09:15:14.251Z	12.9416748	77.6212522	Grocery	Sour House		It's a sour dough bread bakery. They have kambocha too. They use only natural ingredients in all their preparation	ChIJx9oTknIVrjsRa-KsWqwavfM	Bengaluru		606, first floor, 20th Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN	16:00	18:00		
171.48.24.212	2020-04-06T09:16:27.381Z	12.9583649	77.6609057	Grocery	Family Mall		grocery	ChIJ4bshmPATrjsRa0QlJm7ziII	Bengaluru		3rd Main Rd, Konena Agrahara, Murgesh Pallya, Bengaluru, Karnataka 560017, India	IN				
124.123.81.181	2020-04-06T09:23:03.088Z	12.9701829	77.641302	Grocery	12th Main Road		Not sure 	ChIJU7BF-6cWrjsRw-iGAXjD1QA	Bengaluru		12th Main Rd, Indiranagar, Bengaluru, Karnataka, India	IN	10:00	15:00		
59.88.193.160	2020-04-06T09:26:26.671Z	12.9724873	77.6260818	Grocery	Nilgiris		Stock availability 	ChIJU2Dbk54WrjsR9blOcOZQKsc	Bengaluru		9/1, Cambrige Cross Road, Opp. Rank A Court Appt Cambridge Layout, Jogupalya, 2nd cross, Cambridge Layout, Halasuru, Bengaluru, Karnataka 560008, India	IN				
49.205.222.45	2020-04-06T09:27:30.232Z	12.991724	77.6682587	Other	Shopper City		Badminton	ChIJJd0gDEcRrjsR9rjCD9Q5AfI	Bengaluru	Gangappa Layout	446,447, 1st Main Rd, Gangappa Layout, Pai Layout, Mahadevapura, Bengaluru, Karnataka 560016, India	IN				
122.179.64.46	2020-04-06T09:37:19.258Z	12.96726956	77.71432107	Grocery	Sanskar center		Good stores	ChIJVTHiJyQSrjsRdQk-zGVY31I	Bengaluru		No. 344, Block B, 2nd main Shri Sai Ram Girls PG, B Block, AECS Layout, Brookefield, Bengaluru, Karnataka 560037, India	India				
122.182.209.180	2020-04-06T09:41:20.783Z	12.9847972	77.6753716	Grocery	Lamcy home shoppe		Avialable	ChIJLZ3tdmARrjsRuombqSIrvmw	Bengaluru		7th A Cross Rd, Kaggadasapura, Bengaluru, Karnataka 560093, India	IN	8:00	21:00		
223.226.119.202	2020-04-06T09:41:39.827Z	12.9252501	77.6375313	Grocery	Shell		Its has Shell Select	ChIJVdk1Ct0VrjsRV3lNLqPH4kc	Bengaluru		38/2, Sarjapur Road, Jakkasandra Extension, Sarjapur Main Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India	IN	12:00	12:00		
157.45.157.209	2020-04-06T09:42:13.934Z	12.9367451	77.6104246	Grocery	Star Hyper		Open	ChIJWa26AU0UrjsRRe4MMrkenyo	Bengaluru		HM Vibha Towers, 30/1, Main Rd, 7th Block, Koramangala, Bengaluru, Karnataka 560029, India	IN	9:00	18:00		
160.202.37.48	2020-04-06T09:43:23.051Z	12.981117	77.665467	Grocery	New World Department Store		Yed	ChIJ8yPmpVoRrjsRAGQwQhFtrPw	Bengaluru		Bairasandra Main Rd, near City Union Bank ATM, Byrasandra, C V Raman Nagar, Bengaluru, Karnataka 560093, India	IN	15:12	20:53		
157.45.157.209	2020-04-06T09:45:53.884Z	12.9367451	77.6104246	Grocery	Star Hyper		Open	ChIJWa26AU0UrjsRRe4MMrkenyo	Bengaluru		HM Vibha Towers, 30/1, Main Rd, 7th Block, Koramangala, Bengaluru, Karnataka 560029, India	IN				
106.51.232.103	2020-04-06T10:01:08.871Z	12.9467889	77.7152664	Grocery	Green's Supermart		10 to 4	ChIJ-0o23UYSrjsRUsfJwcP9fto	Bengaluru		60, Sai Baba Temple Rd, Shirdi Sai Nagar, Munnekollal, Bengaluru, Karnataka 560037, India	IN				
157.45.214.3	2020-04-06T10:11:02.018Z	13.0167033	77.6653385	Other	SEHION COLLECTIONS	No queue or no rush, only delivery	All stocks available	ChIJK4-xJRERrjsRcn0CXBsVemc	Bengaluru		Hoysala Nagar, Horamavu, Bengaluru, Karnataka 560016, India	IN				
27.7.3.40	2020-04-06T10:11:23.039Z	12.937042	77.6121835	Grocery	New Arife Lamoulde Bangalore		4 to 7  Cream cheese 	ChIJudxmNUwUrjsRRbYuD72Xkiw	Bengaluru		No. 225, 1st Main Rd, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN	16:00	19:00		
122.182.248.44	2020-04-06T10:20:20.774Z	13.003366	77.5716305	Pharmacy	Kamakshi Medical and General		All medicine available	ChIJt2rUSC4WrjsRhXLqgVq3mdY	Bengaluru		Vyalikaval, Kodandarampura, Malleshwaram, Bengaluru, Karnataka 560003, India	IN	10:00	21:00		
49.207.51.95	2020-04-06T10:19:01.784Z	12.9697492	77.6387467	Grocery	Brothers Fruits & Vegetables	Masks not mandatory, but some mechanisms in place to ensure distancing in the queue (e.g. only one customer allowed inside at a time)	Good for cooking related groceries such as milk, butter, snackables and so on. Also has non perishables. No fruits/vegetables though. Well stocked and among the very few outlets in Indiranagar open late evening.	ChIJK9UkyA8XrjsRcXk9pMte-KI	Bengaluru		Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India	IN	10:00	21:30		
124.123.81.49	2020-04-06T10:34:49.006Z	12.9699732	77.6398345	Grocery	Ratnadeep Super Market		Masks and sanatizer to be used before entering	ChIJE2oDcSIXrjsR9kEbE5eR6NI	Bengaluru		12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India	IN	8:00	18:00		
49.207.49.63	2020-04-06T10:37:53.122Z	13.0181579	77.6352186	Grocery	Bakers Mart	Not crowded	Available	ChIJhXFPPCEXrjsR0poy6P8T79E	Bengaluru		No.35, Ground Floor 3rd Main, 4th Cross, Ramaiah Layout, Kammanahalli Main Road, Ramaiah Layout, Kacharakanahalli, Bengaluru, Karnataka 560084, India	IN	11:06	19:00		
49.206.1.144	2020-04-06T11:03:29.497Z	12.9492096	77.5937151	Pharmacy	Medihauxe Health Care Private Limited		9am -9pm	ChIJuWjBY8YVrjsRDcQQi7sMqRY	Bengaluru		Vinayaka Nagar, NGO Colony, Wilson Garden, Bengaluru, Karnataka 560027, India	IN				
27.7.150.140	2020-04-06T11:07:01.444Z	12.9106733	77.6099533	Other	RPA-Stores(Cigarettes Wholesale)		Good 	ChIJmcyz2uIUrjsREbnY9Zd00g4	Bengaluru		16th Main Rd, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka 560076, India	IN	21:36	23:00		
106.51.30.16	2020-04-06T11:12:42.439Z	12.9279457	77.6717278	Grocery	Mahalakshmi stationery		All	ChIJd7OcOAevJzoRWptdHd9HZug	Bengaluru		132, Opp: Bombay Kulfis, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103, India	IN				
124.123.82.31	2020-04-06T11:15:25.977Z	12.9623746	77.603993	Grocery	Richmond Supermarket		10-10	ChIJaUhAd9QVrjsR208SKM7QDFI	Bengaluru		#7, Alexandria St, Opp Frank Anthony Junior School, Richmond Town, Bengaluru, Karnataka 560025, India	IN				
49.206.0.136	2020-04-06T11:17:21.375Z	12.994442	77.6103277	Grocery	Madeena Super Market madeena store		all grocery and household supply available	ChIJF82gyvUWrjsR09ItTOZduck	Bengaluru		Saunders Rd, Cleveland Town, Pulikeshi Nagar, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India	IN	10:00	22:00		
106.51.30.16	2020-04-06T11:17:24.324Z	12.9279457	77.6717278	Grocery	Mahalakshmi stationery		All	ChIJd7OcOAevJzoRWptdHd9HZug	Bengaluru		132, Opp: Bombay Kulfis, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103, India	IN				
60.243.226.233	2020-04-06T11:26:30.294Z	12.9733506	77.5376305	Pharmacy	Sri Ganesh Gandhi Medicals		Medicines	ChIJ1wK8Hd09rjsRZvjC_1C5xbA	Bengaluru		141, 8th Main, CHBS Layout, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040, India	IN				
124.123.104.162	2020-04-06T11:28:59.386Z	12.9792674	77.6449855	Grocery	CakeWalk		Stocks	ChIJ91xd9a4WrjsR825dSwuQm_Y	Bengaluru	Kalyan Nagar	Shri Krishna Temple Rd, Kalyan Nagar, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India	IN				
49.207.57.55	2020-04-06T11:30:07.697Z	12.9122867	77.6323436	Pharmacy	AyurCentral	safe	available 	ChIJt9XgnpIUrjsRccTs_tkT5cU	Bengaluru		#1295, 5th Main Road, 17th Cross Road, Near Vasudev Adigas Hotel, Sector 7, HSR Layout, Bengaluru, Karnataka 560102, India	IN	10:00	8:00		
124.123.104.24	2020-04-06T11:37:52.214Z	12.9699732	77.6398345	Grocery	Ratnadeep Super Market		Good variety of provisions, fruits and vegetables available. Clean. 	ChIJE2oDcSIXrjsR9kEbE5eR6NI	Bengaluru		12th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India	IN	8:00	18:00		
122.167.120.85	2020-04-06T11:40:52.993Z	12.9994059	77.6159637	Grocery	Casio Home Needs		10-4	ChIJO67D_fAWrjsRg2FD0EHzYxs	Bengaluru		Shop No. 57, 60, Mosque Rd, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India	IN				
106.206.0.155	2020-04-06T11:43:20.521Z	12.9406873	77.6201889	Grocery	Blue Tokai Coffee | Koramangala	Very safe	Check with store	ChIJXwrEJx8RrjsRo5ttXWYSheM	Bengaluru		583, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN	9:00	21:00		
106.51.22.163	2020-04-06T11:51:47.559Z	12.9336447	77.622866	Grocery	Nature's Basket		Fresh Fruits and Vegetables	ChIJpZQxg2cUrjsR1Oz7J8SoNCg	Bengaluru	KHB Colony	No.9, 17th A Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560034, India	IN	9:00	18:20		
49.207.60.157	2020-04-06T11:56:09.984Z	12.95646	77.642535	Pharmacy	Cessna Lifeline Veterinary Hospital		E consulting 	ChIJP_tYJrAWrjsRJLDXltee1jI	Bengaluru		148, HBCS, Amar Jyothi Layout, KGA Road, Off, Intermediate Ring Rd, Serenity Layout, Domlur, Bengaluru, Karnataka 560071, India	IN				
49.207.50.179	2020-04-06T11:58:05.689Z	12.9781071	77.6370251	Grocery	M. K. Retail		Grocery shopping 	ChIJHdwNj6QWrjsRCvATu4O0v1k	Bengaluru		548/B, Chinmaya Mission Hospital Rd, HAL 3rd Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India	IN	9:00	21:00		
27.59.58.32	2020-04-06T12:00:21.214Z	12.9950944	77.6954503	Clinic	MTB Orthopaedic Hospital	Opposite of Phoenix Marketcity Mall	Medicine and other medical items	ChIJq-gWMAsRrjsRmjCf06Jj95Y	Bengaluru		Opp Phoenix Market City, Whitefield Main Rd, RHB Colony, Mahadevapura, Bengaluru, Karnataka 560048, India	IN	9:00	22:00		
223.186.176.229	2020-04-06T12:02:55.040Z	12.9861698	77.5580905	Pharmacy	Chetana Medical & General Stores		10	ChIJE8R9PncWrjsRQNWHDNFZaiE	Bengaluru		546/550/45, 3rd Phase, 6th Main, 4th Block, Rajaji Nagar, Rajaji Nagar, 3rd Block, Rajajinagar, Bengaluru, Karnataka 560010, India	IN				
223.226.105.176	2020-04-06T12:17:53.433Z	12.9894785	77.5777714	Grocery	Raina Ruchi Savories		Today 	ChIJb-U08z0WrjsRMEsMZrz-XPk	Bengaluru		4th Block, Kumara Park West, Sampangiram Nagar, Bengaluru, Karnataka 560020, India	IN	11:00	18:30		
1.39.129.223	2020-04-06T12:18:00.348Z	12.8902708	77.582027	Grocery	Everfine supermarket		9 AM to 9 pm	ChIJgVKsqkcVrjsR7kj4xFDKoQo	Bengaluru	Nataraja Layout	Ever Fine Supermarket, Kothnur Main Rd, Nataraja Layout, RBI East Layout, JP Nagar 7th Phase, Arekere, Bengaluru, Karnataka 560078, India	IN				
106.206.72.39	2020-04-06T12:22:25.492Z	12.9917934	77.7026456	Grocery	Namdhari's Fresh	No queues, small space so gets crowded	Limited but sufficiently stocked	ChIJ2bTgqp8RrjsRVHNIc3SKV3I	Bengaluru		Goshala Rd, Brigade Metropolis, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India	IN	10:00	18:00		
122.171.216.85	2020-04-06T12:26:10.640Z	12.9125642	77.6366449	Grocery	M.K Ahmed Supermart		Good 	ChIJ85_xzGEUrjsRjb4eMg2rhJg	Bengaluru		58/59, 12th Main, 17th Cross, 6th Sector, H.S.R.layout, Sector 6, HSR Layout, Bengaluru, Karnataka 560034, India	IN				
122.167.85.196	2020-04-06T12:31:29.031Z	12.9587521	77.65435431	Grocery	More		Grocery 	ChIJL_QSjg9tS1MRGGqkuLtMK9k	Bengaluru		Unit B 7 C, Ground Floor, Surya Chambers, HAL Old Airport Rd, Kaveri Nagar, Murgesh Pallya, Bengaluru, Karnataka 560017, India	India				
157.49.64.85	2020-04-06T12:34:27.752Z	12.918531	77.5553471	Grocery	Royal Mart Supermarket		Any	ChIJ29rNaNM_rjsRpWrFOd4XFds	Bengaluru		643, 18th Main Rd Opp Telephone Exchange, Padmanabha Nagar, near Kidney Foundation, Padmanabhanagar, Bengaluru, Karnataka 560070, India	IN	9:00	18:04		
124.123.105.171	2020-04-06T12:34:38.494Z	12.9307163	77.5851539	Pharmacy	Archana Homeo House (New Name- Homoeo Pharma)		Medicine	ChIJF6clg6IVrjsR3bfz-w0jeZQ	Bengaluru	Geetha Colony	450,1st Floor, 10th main Road, 27th Cross Road, above City Fashion, above City fashion, Geetha Colony, 4th T Block East, 4th Block, Jayanagar, Bengaluru, Karnataka 560041, India	IN				
157.49.64.85	2020-04-06T12:36:52.411Z	12.9113298	77.5516088	Grocery	Reliance SMART		Any	ChIJr7i2X68_rjsRfEjC0yyL45o	Bengaluru	Sarvabouma Nagar	64/1, Chikkalasandra village Uttarahalli Hobli, south, taluk, Sarvabouma Nagar, Chikkalasandra, Bengaluru, Karnataka 560061, India	IN				
124.123.82.162	2020-04-06T12:43:32.459Z	12.96360289	77.64382439	Grocery	Top in town		Grocery and household products are available	ChIJ2-slmQQUrjsRngKJvGoS308	Bengaluru		2577, 2nd Cross Road,17th main, HAL 2nd Stage, Indira Nagar, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India					
122.171.113.184	2020-04-06T12:43:49.113Z	12.9678686	77.6542808	Clinic	SAGAR AYUR PHARMA		Stock available 	ChIJH1W04LoWrjsR6ZUFZZI6qfA	Bengaluru	LIC Colony	N 38, 10th Main Rd, opp. Indian Oil Petrol Bunk, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India	IN	10:30	18:00		
122.171.159.86	2020-04-06T12:48:22.066Z	12.9633369	77.6808539	Pharmacy	Mathru Homeo House		Homeo medicines	ChIJ-UTeVSQWrjsRr3-mNmgJbdY	Bengaluru	2nd Phase	No 69, 5th Cross Rd, 2nd Phase, Ramesh Nagar, Marathahalli, Bengaluru, Karnataka 560037, India	IN	9:30	20:30		
122.171.113.184	2020-04-06T12:48:30.089Z	12.9678686	77.6542808	Pharmacy	SAGAR AYUR PHARMA		Stock available 	ChIJH1W04LoWrjsR6ZUFZZI6qfA	Bengaluru	LIC Colony	N 38, 10th Main Rd, opp. Indian Oil Petrol Bunk, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India	IN	10:30	18:00		
124.123.82.232	2020-04-06T12:49:03.281Z	12.99532	77.616442	Pharmacy	Surana medicals		10 am to 8 pm	ChIJsYrENPIWrjsRMA_NBzP4Y_4	Bengaluru		8, Wheeler Rd, Sindhi Colony, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India	IN				
49.205.221.57	2020-04-06T12:58:02.168Z	13.0013519	77.6235345	Grocery	Basha Departmental Stores		Excellent stock, open from 8 am	ChIJAWhgau8WrjsRBuy8i1g3uYY	Bengaluru		Wheeler Rd Ext, Balaji Layout, Cooke Town, Bengaluru, Karnataka 560005, India	IN				
157.45.15.212	2020-04-06T12:58:35.553Z	13.0328212	77.6299826	Grocery	Ajfan Dates and Nuts		Stock	ChIJaVmMjRUXrjsRqxQXBhEqQrs	Bengaluru	5th Block	No. 499, Jagadev Complex, Service Road, 5th Block, 1st Stage, HBR Layout 4th Block, HBR Layout, Bengaluru, Karnataka 560043, India	IN				
183.82.183.163	2020-04-06T13:09:27.404Z	13.01442544	77.6393644	Grocery	City sper market 		All groceries 	ChIJkTZIgNgWrjsRiSNPPtwlcNU	Bengaluru		31/3, 5th Main Rd, St Thomas Town, Inasappa Layout, Kammanahalli, Bengaluru, Karnataka 560043, India	India	22:00	19:00		
157.45.253.204	2020-04-06T13:14:10.002Z	13.0264626	77.5933884	Restaurant	Ammas Pastries		Ghrj	ChIJPaQkxrIXrjsRWosDeV7yOeM	Bengaluru	V . V Nagar	No 4, BDA Complex, Near-Bank Of India 4th Main Road, Ex Service Man Colony RT Nagar, Kaval Byrasandra, 3rd Cross Rd, V . V Nagar, HMT Layout, Dinnur, RT Nagar, Bengaluru, Karnataka 560032, India	IN				
123.136.240.26	2020-04-06T13:15:36.569Z	12.899569	77.5757701	Other	Balaji Computer Service | Laptop Service Center in J.P Nagar | Doorstep-Onsite laptop-Desktop Service	Laptop service center, desktop Service, data recovery	Service provider. 	ChIJ-zats-sVrjsRhlKahpcJM1I	Bengaluru	JP Nagar	#38 2nd Cross, Naidu Layout Rajiv Gandhi Road, Kanakapura Rd, JP Nagar, Jarganahalli, JP Nagar Phase 6, Jayanagar, Bengaluru, Karnataka 560078, India	IN	7:00	23:00		
123.136.240.26	2020-04-06T13:16:31.774Z	12.899569	77.5757701	Other	Balaji Computer Service | Laptop Service Center in J.P Nagar | Doorstep-Onsite laptop-Desktop Service		Service provider	ChIJ-zats-sVrjsRhlKahpcJM1I	Bengaluru	JP Nagar	#38 2nd Cross, Naidu Layout Rajiv Gandhi Road, Kanakapura Rd, JP Nagar, Jarganahalli, JP Nagar Phase 6, Jayanagar, Bengaluru, Karnataka 560078, India	IN	7:00	23:00		
223.226.124.182	2020-04-06T13:28:11.974Z	12.9313019	77.62336019	Pharmacy	Med Plus	Queuing observed	Not crowded. Most medicines seems to be in stock. No masks or sanitizers available	ChIJv16yo1sUrjsRQKFTKf22GvA	Bengaluru	KHB Block Koramangala	81, 7th Cross Rd, KHB Block Koramangala, Koramangala 4-B Block, Koramangala 4th Block, Koramangala, Bengaluru, Karnataka 560034, India	India	8:00	20:00		
223.226.124.182	2020-04-06T13:31:09.234Z	12.93061525	77.62279219	Grocery	Nandini Milk Parlour		Milk and milk products (curd, cheese etc) available 	ChIJyzdQolwVrjsR9qorTNTrHE8	Bengaluru		Koramangala BDA, 6th B Cross Road, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India	India	9:00	20:00		
1.39.132.34	2020-04-06T15:44:50.008Z	12.93061525	77.62279219	Grocery	Nandini Milk Parlour		Open at 9am till 8pm	ChIJyzdQolwVrjsR9qorTNTrHE8	Bengaluru		Koramangala BDA, 6th B Cross Road, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India	India	9:00	20:00		
106.51.20.25	2020-04-06T15:57:04.996Z	12.9775375	77.6928777	Other	NNR Super Market		Stock availability 	ChIJwRzJ93sRrjsRS0ILfzSAPrE	Bengaluru		Doddanekundi Main Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560037, India	IN				
122.181.204.93	2020-04-06T16:19:12.082Z	12.96345218	77.59824903	Grocery	Benison 	Maintain distance	Enough stocks available 	ChIJ3TzC2KEVrjsRfr_sFsgPkF8	Bengaluru		6, Langford Gardens, Bengaluru, Karnataka 560025, India	India	10:00	21:00		
106.197.204.129	2020-04-06T16:42:33.797Z	12.9703804	77.7122302	Grocery	Twilight Supermart		All groceries 	ChIJb9vzyScSrjsRsyGGYhDHMM8	Bengaluru		Kundalahalli Colony, Brookefield, Bengaluru, Karnataka 560037, India	IN				
106.197.207.200	2020-04-06T16:46:19.964Z	12.9707784	77.7120455	Pharmacy	Ramdev Medicals		ok	ChIJh1yMxicSrjsR1-6tbYeKgNk	Bengaluru		7th Cross Rd, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka 560037, India	IN				
106.197.207.200	2020-04-06T16:51:02.776Z	12.9707784	77.7120455	Pharmacy	Ramdev Medicals		till 11	ChIJh1yMxicSrjsR1-6tbYeKgNk	Bengaluru		7th Cross Rd, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka 560037, India	IN				
157.45.233.157	2020-04-06T16:54:22.137Z	12.94036	77.6251677	Restaurant	Domino's Pizza		Dominos  pizza 	ChIJo37LD0cUrjsRx93y69N1eyM	Bengaluru	National Games Village Complex	Plot No. 897, 6th Block, 80 Feet Peropheral Road, Near Indoor Stadium, Koramangala, National Games Village Complex, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN	10:00	23:00		
49.207.48.71	2020-04-06T19:12:25.693Z	12.9334169	77.6966952	Grocery	Sansar Super market	Mask required to enter	Vegetable, milk available	ChIJ5UTwiKwTrjsRe6yTZq6Uj60	Bengaluru		Kaverappa Layout, Kadubeesanahalli, Bengaluru, Karnataka 560103, India	IN				
124.123.81.178	2020-04-06T19:46:39.208Z	12.9915374	77.6141543	Restaurant	Thom's Bakery & Supermarket		Available 	ChIJfSf0T_MWrjsRyFJUM6cpINw	Bengaluru		1/2, Wheeler Road, Pulikeshi Nagar, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India	IN	9:00	18:00		
106.200.202.75	2020-04-06T20:04:42.522Z	12.8907335	77.6204403	Grocery	MK Supermart	Only few people allowed at a time. Sanitizer available	Stock is there. Milk and Bread available in the morning 	ChIJyWynasUUrjsRskxsCn1850I	Bengaluru	Maruthi Layout	Maruthi Layout, Hongasandra, Bengaluru, Karnataka 560076, India	IN	7:00	20:00		
157.45.65.210	2020-04-06T21:44:08.227Z	12.9724873	77.6260818	Other	Nilgiris		Cigarette 	ChIJU2Dbk54WrjsR9blOcOZQKsc	Bengaluru		9/1, Cambrige Cross Road, Opp. Rank A Court Appt Cambridge Layout, Jogupalya, 2nd cross, Cambridge Layout, Halasuru, Bengaluru, Karnataka 560008, India	IN				
202.38.182.140	2020-04-07T01:17:26.332Z	12.96047523	77.713672	Grocery	New daily fresh	Safety measure	Fruits, bread and milk is available	ChIJQ8I8CRITrjsRvdhbs1wnwCM	Bengaluru		#1222, Sri Akashya Nilaya, AECS Layout - D Block, AECS Layout, Munnekollal, Bengaluru, Karnataka 560037, India	India				
49.206.1.82	2020-04-07T01:48:52.700Z	12.9067189	77.5456423	Other	Me n Moms Uttarahalli		NA	ChIJIU6z3MU_rjsR_GNpZ4KDFbE	Bengaluru	Opposite to	Door No.5, Krishna Industrial Complex, Reliance Digital, Uttarahalli Main Rd, Opposite to, Friends Colony, Uttarahalli Hobli, Bengaluru, Karnataka 560061, India	IN	10:30	22:00		
124.123.107.192	2020-04-07T02:11:09.165Z	12.9657574	77.6142911	Grocery	Nilgiris Supermarket		Good supermarket 	ChIJu3BDmykUrjsReNP3bK9yH3Y	Bengaluru		Victoria Layout, Bengaluru, Karnataka 560047, India	IN	7:30	17:00		
27.61.112.243	2020-04-07T02:17:47.214Z	12.9343403	77.6173048	Grocery	140 MIG KHB COLONY BLUE BELLS PG 5TH BLOCK KORMANGLA bengaluru 		Any time before 8pm	ChIJJdF7J1AUrjsR1X5ye-4Wetg	Bengaluru	KHB Colony	Near Jyothi Nivas College, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India	IN				
1.39.183.63	2020-04-07T02:22:42.862Z	13.0013519	77.6235345	Grocery	Basha Departmental Stores		Grocery available	ChIJAWhgau8WrjsRBuy8i1g3uYY	Bengaluru		Wheeler Rd Ext, Balaji Layout, Cooke Town, Bengaluru, Karnataka 560005, India	IN				
1.39.183.63	2020-04-07T02:24:33.333Z	13.0013519	77.6235345	Grocery	Basha Departmental Stores		Grocery available	ChIJAWhgau8WrjsRBuy8i1g3uYY	Bengaluru		Wheeler Rd Ext, Balaji Layout, Cooke Town, Bengaluru, Karnataka 560005, India	IN				
223.226.78.4	2020-04-07T02:28:15.320Z	12.9722109	77.6527462	Grocery	Sri Suma Coffee Works indiranagar	None	Always	ChIJR4WsTPIXrjsRe6WEKV_R1Fk	Bengaluru	Seethappa Colony	No 1094, New Thippasandra Main Rd, Seethappa Colony, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075, India	IN	10:45	13:30		
27.59.33.194	2020-04-07T02:32:43.347Z	12.96006	77.73948	Grocery	Reliance Fresh		grocerices,veg andnfruits	ChIJ47-0Kg8SrjsRfwNxhHTIiq8	Bengaluru		Property No. 07, , White Field,Cmc Ward No. 1 Cmc, No. 7, 5/5, Whitefield Main Rd, Phase 2, Whitefield, Bengaluru, Karnataka 560066, India	IN	9:00	10:00		
122.179.66.157	2020-04-07T02:38:26.157Z	12.9700264	77.6410897	Other	The Body Shop Indiranagar		Exclusive showroom of body shop products.	ChIJo1iL8acWrjsRFKZY7uO-bU8	Bengaluru		100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India	IN				
106.51.107.115	2020-04-07T02:47:57.597Z	12.9594583	77.7007862	Pharmacy	Mathru Homeo Medical & Clinic		Good pharmacy	ChIJ7Y5UPHcWrjsRM42nk_cA9K0	Bengaluru	Ramanjaneya Layout	No.69,1st floor, 5th Cross Rd, behind Ashirvad veg hotel bridge, Ramanjaneya Layout, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037, India	IN	9:30			
171.76.116.126	2020-04-07T02:50:15.107Z	12.9334169	77.6966952	Grocery	Sansar Super market		Need milk bread-2 packs,milky mist paneer-2 packs, urger bun-2 packs	ChIJ5UTwiKwTrjsRe6yTZq6Uj60	Bengaluru		Kaverappa Layout, Kadubeesanahalli, Bengaluru, Karnataka 560103, India	IN				
